row_index,column,value_file1,value_file2
641,Percent,0.42,0.41
642,Percent,0.43,0.76
643,Percent,0.44,0.84
644,Percent,0.45,0.67
645,Percent,0.46,0.02
646,Percent,0.47,0.57
647,Percent,0.48,0.71
648,Percent,0.49,0.91
649,Percent,0.5,0.16
650,Percent,0.51,0.55
651,Percent,0.52,0.31
652,Percent,0.53,0.31
653,Percent,0.54,0.66
654,Percent,0.55,0.69
655,Percent,0.56,0.12
657,Percent,0.58,0.26
658,Percent,0.59,0.3
659,Percent,0.6,0.57
660,Percent,0.61,0.95
661,Percent,0.62,0.44
662,Percent,0.63,0.8
663,Percent,0.64,0.63
664,Percent,0.65,0.02
665,Percent,0.66,0.56
666,Percent,0.67,0.89
667,Percent,0.68,0.32
668,Percent,0.69,0.53
669,Percent,0.7,0.3
670,Percent,0.71,0.78
671,Percent,0.72,0.54
672,Percent,0.73,0.01
673,Percent,0.74,0.58
674,Percent,0.75,0.25
675,Percent,0.76,0.29
676,Percent,0.77,0.2
677,Percent,0.78,0.63
678,Percent,0.79,0.2
679,Percent,0.8,0.21
680,Percent,0.81,0.09
681,Percent,0.82,0.65
682,Percent,0.83,0.88
683,Percent,0.84,0.17
684,Percent,0.85,0.68
685,Percent,0.86,0.89
686,Percent,0.87,0.27
687,Percent,0.88,0.33
688,Percent,0.89,0.65
689,Percent,0.9,0.79
690,Percent,0.91,0.78
691,Percent,0.92,0.87
692,Percent,0.93,0.04
693,Percent,0.94,0.11
694,Percent,0.95,0.39
695,Percent,0.96,0.06
696,Percent,0.97,0.43
697,Percent,0.98,0.7
698,Percent,0.99,0.06
699,Percent,0.0,0.46
700,Percent,0.01,0.89
701,Percent,0.02,0.21
702,Percent,0.03,0.61
703,Percent,0.04,0.79
704,Percent,0.05,0.54
705,Percent,0.06,0.62
706,Percent,0.07,0.08
707,Percent,0.08,0.98
708,Percent,0.09,0.56
709,Percent,0.1,0.64
710,Percent,0.11,0.67
711,Percent,0.12,0.56
712,Percent,0.13,0.84
713,Percent,0.14,0.28
714,Percent,0.15,0.99
715,Percent,0.16,0.9
716,Percent,0.17,0.56
717,Percent,0.18,0.77
718,Percent,0.19,0.63
719,Percent,0.2,0.76
720,Percent,0.21,0.61
721,Percent,0.22,0.26
722,Percent,0.23,0.7
723,Percent,0.24,0.03
724,Percent,0.25,0.11
725,Percent,0.26,0.37
727,Percent,0.28,0.2
728,Percent,0.29,0.69
729,Percent,0.3,0.21
730,Percent,0.31,0.67
731,Percent,0.32,0.69
732,Percent,0.33,0.21
733,Percent,0.34,0.76
734,Percent,0.35,0.97
735,Percent,0.36,0.31
736,Percent,0.37,0.34
737,Percent,0.38,0.91
738,Percent,0.39,0.27
739,Percent,0.4,0.17
740,Percent,0.41,0.56
741,Percent,0.42,0.86
742,Percent,0.43,0.82
743,Percent,0.44,0.22
744,Percent,0.45,0.46
745,Percent,0.46,0.25
746,Percent,0.47,0.43
747,Percent,0.48,0.78
748,Percent,0.49,0.88
749,Percent,0.5,0.79
750,Percent,0.51,0.92
751,Percent,0.52,0.81
752,Percent,0.53,0.8
753,Percent,0.54,0.61
754,Percent,0.55,0.74
755,Percent,0.56,0.58
756,Percent,0.57,0.2
757,Percent,0.58,0.34
758,Percent,0.59,0.81
759,Percent,0.6,0.93
760,Percent,0.61,0.71
761,Percent,0.62,0.76
762,Percent,0.63,0.61
763,Percent,0.64,0.93
764,Percent,0.65,0.69
765,Percent,0.66,0.3
766,Percent,0.67,0.36
767,Percent,0.68,0.49
768,Percent,0.69,0.95
769,Percent,0.7,0.23
770,Percent,0.71,0.47
771,Percent,0.72,0.32
772,Percent,0.73,0.64
773,Percent,0.74,0.96
774,Percent,0.75,0.68
775,Percent,0.76,0.26
776,Percent,0.77,0.73
777,Percent,0.78,0.16
778,Percent,0.79,0.53
779,Percent,0.8,0.88
780,Percent,0.81,0.77
781,Percent,0.82,0.59
782,Percent,0.83,0.42
783,Percent,0.84,0.82
784,Percent,0.85,0.46
785,Percent,0.86,0.21
786,Percent,0.87,0.2
787,Percent,0.88,0.41
788,Percent,0.89,0.44
789,Percent,0.9,0.58
790,Percent,0.91,0.6
791,Percent,0.92,0.55
792,Percent,0.93,0.07
793,Percent,0.94,0.71
794,Percent,0.95,0.37
795,Percent,0.96,0.35
796,Percent,0.97,0.18
797,Percent,0.98,0.57
798,Percent,0.99,0.14
799,Percent,0.0,0.03
800,Percent,0.01,0.77
801,Percent,0.02,0.36
802,Percent,0.03,0.62
803,Percent,0.04,0.06
804,Percent,0.05,0.29
805,Percent,0.06,0.55
806,Percent,0.07,0.59
807,Percent,0.08,0.85
808,Percent,0.09,0.17
809,Percent,0.1,0.41
810,Percent,0.11,0.81
811,Percent,0.12,0.35
812,Percent,0.13,0.55
813,Percent,0.14,0.85
814,Percent,0.15,0.74
815,Percent,0.16,0.32
816,Percent,0.17,0.28
817,Percent,0.18,0.1
818,Percent,0.19,0.09
819,Percent,0.2,0.09
820,Percent,0.21,0.16
821,Percent,0.22,0.48
822,Percent,0.23,0.92
823,Percent,0.24,0.51
824,Percent,0.25,0.62
825,Percent,0.26,0.1
826,Percent,0.27,0.48
827,Percent,0.28,0.77
828,Percent,0.29,0.19
829,Percent,0.3,0.28
830,Percent,0.31,0.8
831,Percent,0.32,0.4
832,Percent,0.33,0.72
833,Percent,0.34,0.45
834,Percent,0.35,0.0
835,Percent,0.36,0.92
836,Percent,0.37,0.93
837,Percent,0.38,0.96
838,Percent,0.39,0.63
839,Percent,0.4,0.72
840,Percent,0.41,0.58
841,Percent,0.42,0.01
842,Percent,0.43,0.85
843,Percent,0.44,0.57
844,Percent,0.45,0.35
845,Percent,0.46,0.08
846,Percent,0.47,0.29
847,Percent,0.48,0.18
848,Percent,0.49,0.24
849,Percent,0.5,0.43
850,Percent,0.51,0.05
851,Percent,0.52,0.8
852,Percent,0.53,0.99
853,Percent,0.54,0.07
854,Percent,0.55,0.01
855,Percent,0.56,0.38
856,Percent,0.57,0.39
857,Percent,0.58,0.5
858,Percent,0.59,0.34
859,Percent,0.6,0.38
860,Percent,0.61,0.39
861,Percent,0.62,0.31
862,Percent,0.63,0.87
863,Percent,0.64,0.47
864,Percent,0.65,0.91
865,Percent,0.66,0.72
866,Percent,0.67,0.76
867,Percent,0.68,0.02
868,Percent,0.69,0.98
869,Percent,0.7,0.51
870,Percent,0.71,0.8
871,Percent,0.72,0.59
872,Percent,0.73,0.34
873,Percent,0.74,0.47
874,Percent,0.75,0.6
875,Percent,0.76,0.61
876,Percent,0.77,0.46
877,Percent,0.78,0.37
878,Percent,0.79,0.41
879,Percent,0.8,0.75
880,Percent,0.81,0.53
881,Percent,0.82,0.96
882,Percent,0.83,0.91
883,Percent,0.84,0.07
884,Percent,0.85,0.44
885,Percent,0.86,0.73
886,Percent,0.87,0.51
887,Percent,0.88,0.19
888,Percent,0.89,0.54
889,Percent,0.9,0.1
890,Percent,0.91,0.08
891,Percent,0.92,0.66
892,Percent,0.93,0.31
893,Percent,0.94,0.66
894,Percent,0.95,0.6
895,Percent,0.96,0.94
897,Percent,0.98,0.51
898,Percent,0.99,0.45
899,Percent,0.0,0.82
900,Percent,0.01,0.95
901,Percent,0.02,0.0
902,Percent,0.03,0.21
903,Percent,0.04,0.68
904,Percent,0.05,0.07
906,Percent,0.07,0.2
907,Percent,0.08,0.58
908,Percent,0.09,0.39
909,Percent,0.1,0.7
910,Percent,0.11,0.7
911,Percent,0.12,0.37
912,Percent,0.13,0.88
913,Percent,0.14,0.85
914,Percent,0.15,0.81
915,Percent,0.16,0.92
916,Percent,0.17,0.27
917,Percent,0.18,0.85
918,Percent,0.19,0.47
919,Percent,0.2,0.62
920,Percent,0.21,0.3
921,Percent,0.22,0.02
922,Percent,0.23,0.4
923,Percent,0.24,0.99
924,Percent,0.25,0.48
925,Percent,0.26,0.36
926,Percent,0.27,0.48
927,Percent,0.28,0.89
928,Percent,0.29,0.28
929,Percent,0.3,0.48
930,Percent,0.31,0.17
931,Percent,0.32,0.49
932,Percent,0.33,0.12
933,Percent,0.34,0.12
934,Percent,0.35,0.27
935,Percent,0.36,0.57
936,Percent,0.37,0.51
937,Percent,0.38,0.65
938,Percent,0.39,0.69
939,Percent,0.4,0.38
940,Percent,0.41,0.13
941,Percent,0.42,0.55
942,Percent,0.43,0.3
943,Percent,0.44,0.45
944,Percent,0.45,0.49
945,Percent,0.46,0.25
946,Percent,0.47,0.09
947,Percent,0.48,0.44
948,Percent,0.49,0.96
949,Percent,0.5,0.95
950,Percent,0.51,0.14
951,Percent,0.52,0.34
952,Percent,0.53,0.41
953,Percent,0.54,0.24
954,Percent,0.55,0.45
955,Percent,0.56,0.62
956,Percent,0.57,0.54
957,Percent,0.58,0.56
958,Percent,0.59,0.21
959,Percent,0.6,0.63
960,Percent,0.61,0.2
961,Percent,0.62,0.82
962,Percent,0.63,0.28
963,Percent,0.64,0.06
964,Percent,0.65,0.31
965,Percent,0.66,0.6
966,Percent,0.67,0.81
967,Percent,0.68,0.23
968,Percent,0.69,0.78
969,Percent,0.7,0.43
970,Percent,0.71,0.52
971,Percent,0.72,0.13
972,Percent,0.73,0.84
973,Percent,0.74,0.5
974,Percent,0.75,0.4
975,Percent,0.76,0.94
976,Percent,0.77,0.4
977,Percent,0.78,0.41
978,Percent,0.79,0.5
979,Percent,0.8,0.11
980,Percent,0.81,0.44
981,Percent,0.82,0.66
982,Percent,0.83,0.32
983,Percent,0.84,0.6
984,Percent,0.85,0.02
985,Percent,0.86,0.54
986,Percent,0.87,0.27
987,Percent,0.88,0.29
988,Percent,0.89,0.3
989,Percent,0.9,0.84
990,Percent,0.91,0.84
991,Percent,0.92,0.96
992,Percent,0.93,0.42
993,Percent,0.94,0.83
994,Percent,0.95,0.15
995,Percent,0.96,0.06
996,Percent,0.97,0.55
997,Percent,0.98,0.25
998,Percent,0.99,0.28
999,Percent,0.0,0.53
3,Flag,0,1
8,Flag,1,0
11,Flag,1,0
15,Flag,0,1
17,Flag,1,0
22,Flag,0,1
23,Flag,1,0
26,Flag,1,0
28,Flag,0,1
29,Flag,1,0
30,Flag,0,1
32,Flag,1,0
35,Flag,1,0
36,Flag,0,1
37,Flag,0,1
47,Flag,1,0
49,Flag,0,1
50,Flag,1,0
52,Flag,0,1
53,Flag,1,0
55,Flag,0,1
56,Flag,1,0
58,Flag,0,1
60,Flag,0,1
65,Flag,1,0
68,Flag,1,0
71,Flag,1,0
74,Flag,1,0
75,Flag,0,1
77,Flag,1,0
79,Flag,0,1
80,Flag,1,0
81,Flag,0,1
83,Flag,1,0
86,Flag,1,0
88,Flag,0,1
90,Flag,0,1
91,Flag,0,1
92,Flag,1,0
94,Flag,0,1
98,Flag,1,0
102,Flag,0,1
104,Flag,1,0
110,Flag,1,0
112,Flag,0,1
117,Flag,0,1
118,Flag,0,1
119,Flag,1,0
122,Flag,1,0
126,Flag,0,1
128,Flag,1,0
131,Flag,1,0
134,Flag,1,0
136,Flag,0,1
142,Flag,0,1
144,Flag,0,1
145,Flag,0,1
151,Flag,0,1
152,Flag,1,0
155,Flag,1,0
156,Flag,0,1
159,Flag,0,1
160,Flag,0,1
161,Flag,1,0
167,Flag,1,0
169,Flag,0,1
170,Flag,1,0
172,Flag,0,1
173,Flag,1,0
174,Flag,0,1
175,Flag,0,1
176,Flag,1,0
178,Flag,0,1
179,Flag,1,0
182,Flag,1,0
183,Flag,0,1
185,Flag,1,0
186,Flag,0,1
188,Flag,1,0
190,Flag,0,1
191,Flag,1,0
192,Flag,0,1
195,Flag,0,1
200,Flag,1,0
201,Flag,0,1
203,Flag,1,0
208,Flag,0,1
209,Flag,1,0
211,Flag,0,1
218,Flag,1,0
221,Flag,1,0
223,Flag,0,1
224,Flag,1,0
226,Flag,0,1
227,Flag,1,0
236,Flag,1,0
238,Flag,0,1
239,Flag,1,0
242,Flag,1,0
243,Flag,0,1
244,Flag,0,1
245,Flag,1,0
247,Flag,0,1
248,Flag,1,0
249,Flag,0,1
254,Flag,1,0
257,Flag,1,0
260,Flag,1,0
261,Flag,0,1
262,Flag,0,1
263,Flag,1,0
265,Flag,0,1
266,Flag,1,0
269,Flag,1,0
272,Flag,1,0
273,Flag,0,1
275,Flag,1,0
277,Flag,0,1
278,Flag,1,0
281,Flag,1,0
282,Flag,0,1
284,Flag,1,0
287,Flag,1,0
290,Flag,1,0
297,Flag,0,1
301,Flag,0,1
305,Flag,1,0
308,Flag,1,0
311,Flag,1,0
312,Flag,0,1
314,Flag,1,0
323,Flag,1,0
325,Flag,0,1
333,Flag,0,1
334,Flag,0,1
335,Flag,1,0
336,Flag,0,1
342,Flag,0,1
344,Flag,1,0
347,Flag,1,0
349,Flag,0,1
351,Flag,0,1
356,Flag,1,0
357,Flag,0,1
359,Flag,1,0
360,Flag,0,1
362,Flag,1,0
365,Flag,1,0
368,Flag,1,0
370,Flag,0,1
371,Flag,1,0
373,Flag,0,1
379,Flag,0,1
383,Flag,1,0
391,Flag,0,1
392,Flag,1,0
395,Flag,1,0
397,Flag,0,1
401,Flag,1,0
402,Flag,0,1
403,Flag,0,1
404,Flag,1,0
407,Flag,1,0
415,Flag,0,1
416,Flag,1,0
422,Flag,1,0
428,Flag,1,0
430,Flag,0,1
431,Flag,1,0
432,Flag,0,1
433,Flag,0,1
434,Flag,1,0
435,Flag,0,1
437,Flag,1,0
440,Flag,1,0
443,Flag,1,0
446,Flag,1,0
452,Flag,1,0
453,Flag,0,1
455,Flag,1,0
457,Flag,0,1
458,Flag,1,0
461,Flag,1,0
462,Flag,0,1
464,Flag,1,0
467,Flag,1,0
469,Flag,0,1
470,Flag,1,0
472,Flag,0,1
475,Flag,0,1
476,Flag,1,0
477,Flag,0,1
478,Flag,0,1
479,Flag,1,0
480,Flag,0,1
481,Flag,0,1
482,Flag,1,0
483,Flag,0,1
485,Flag,1,0
486,Flag,0,1
487,Flag,0,1
489,Flag,0,1
492,Flag,0,1
494,Flag,1,0
495,Flag,0,1
498,Flag,0,1
503,Flag,1,0
505,Flag,0,1
507,Flag,0,1
508,Flag,0,1
509,Flag,1,0
510,Flag,0,1
511,Flag,0,1
513,Flag,0,1
514,Flag,0,1
515,Flag,1,0
519,Flag,0,1
522,Flag,0,1
523,Flag,0,1
525,Flag,0,1
527,Flag,1,0
528,Flag,0,1
530,Flag,1,0
532,Flag,0,1
533,Flag,1,0
536,Flag,1,0
537,Flag,0,1
539,Flag,1,0
540,Flag,0,1
542,Flag,1,0
544,Flag,0,1
545,Flag,1,0
546,Flag,0,1
549,Flag,0,1
552,Flag,0,1
553,Flag,0,1
554,Flag,1,0
555,Flag,0,1
557,Flag,1,0
559,Flag,0,1
564,Flag,0,1
566,Flag,1,0
568,Flag,0,1
569,Flag,1,0
575,Flag,1,0
576,Flag,0,1
577,Flag,0,1
578,Flag,1,0
579,Flag,0,1
581,Flag,1,0
584,Flag,1,0
587,Flag,1,0
590,Flag,1,0
593,Flag,1,0
596,Flag,1,0
597,Flag,0,1
598,Flag,0,1
599,Flag,1,0
604,Flag,0,1
605,Flag,1,0
609,Flag,0,1
613,Flag,0,1
614,Flag,1,0
615,Flag,0,1
616,Flag,0,1
617,Flag,1,0
618,Flag,0,1
620,Flag,1,0
621,Flag,0,1
629,Flag,1,0
635,Flag,1,0
637,Flag,0,1
638,Flag,1,0
639,Flag,0,1
641,Flag,1,0
644,Flag,1,0
647,Flag,1,0
648,Flag,0,1
649,Flag,0,1
650,Flag,1,0
651,Flag,0,1
653,Flag,1,0
655,Flag,0,1
656,Flag,1,0
661,Flag,0,1
665,Flag,1,0
667,Flag,0,1
668,Flag,1,0
671,Flag,1,0
672,Flag,0,1
674,Flag,1,0
675,Flag,0,1
676,Flag,0,1
678,Flag,0,1
683,Flag,1,0
686,Flag,1,0
689,Flag,1,0
690,Flag,0,1
692,Flag,1,0
695,Flag,1,0
696,Flag,0,1
698,Flag,1,0
701,Flag,1,0
705,Flag,0,1
707,Flag,1,0
709,Flag,0,1
710,Flag,1,0
712,Flag,0,1
713,Flag,1,0
714,Flag,0,1
715,Flag,0,1
717,Flag,0,1
719,Flag,1,0
720,Flag,0,1
721,Flag,0,1
724,Flag,0,1
726,Flag,0,1
728,Flag,1,0
730,Flag,0,1
731,Flag,1,0
733,Flag,0,1
735,Flag,0,1
737,Flag,1,0
738,Flag,0,1
739,Flag,0,1
740,Flag,1,0
743,Flag,1,0
744,Flag,0,1
745,Flag,0,1
747,Flag,0,1
748,Flag,0,1
749,Flag,1,0
750,Flag,0,1
751,Flag,0,1
752,Flag,1,0
754,Flag,0,1
755,Flag,1,0
758,Flag,1,0
759,Flag,0,1
761,Flag,1,0
763,Flag,0,1
766,Flag,0,1
767,Flag,1,0
774,Flag,0,1
776,Flag,1,0
779,Flag,1,0
783,Flag,0,1
788,Flag,1,0
790,Flag,0,1
791,Flag,1,0
793,Flag,0,1
794,Flag,1,0
795,Flag,0,1
796,Flag,0,1
797,Flag,1,0
799,Flag,0,1
800,Flag,1,0
801,Flag,0,1
803,Flag,1,0
805,Flag,0,1
806,Flag,1,0
810,Flag,0,1
811,Flag,0,1
812,Flag,1,0
815,Flag,1,0
816,Flag,0,1
817,Flag,0,1
818,Flag,1,0
827,Flag,1,0
828,Flag,0,1
830,Flag,1,0
832,Flag,0,1
836,Flag,1,0
838,Flag,0,1
839,Flag,1,0
842,Flag,1,0
847,Flag,0,1
851,Flag,1,0
853,Flag,0,1
854,Flag,1,0
856,Flag,0,1
857,Flag,1,0
860,Flag,1,0
861,Flag,0,1
863,Flag,1,0
865,Flag,0,1
866,Flag,1,0
867,Flag,0,1
868,Flag,0,1
869,Flag,1,0
870,Flag,0,1
875,Flag,1,0
878,Flag,1,0
880,Flag,0,1
881,Flag,1,0
884,Flag,1,0
887,Flag,1,0
888,Flag,0,1
890,Flag,1,0
891,Flag,0,1
893,Flag,1,0
896,Flag,1,0
897,Flag,0,1
898,Flag,0,1
899,Flag,1,0
905,Flag,1,0
907,Flag,0,1
908,Flag,1,0
915,Flag,0,1
923,Flag,1,0
926,Flag,1,0
928,Flag,0,1
931,Flag,0,1
934,Flag,0,1
935,Flag,1,0
936,Flag,0,1
938,Flag,1,0
940,Flag,0,1
941,Flag,1,0
944,Flag,1,0
946,Flag,0,1
947,Flag,1,0
949,Flag,0,1
956,Flag,1,0
959,Flag,1,0
962,Flag,1,0
963,Flag,0,1
965,Flag,1,0
967,Flag,0,1
968,Flag,1,0
970,Flag,0,1
971,Flag,1,0
974,Flag,1,0
975,Flag,0,1
978,Flag,0,1
980,Flag,1,0
981,Flag,0,1
982,Flag,0,1
983,Flag,1,0
984,Flag,0,1
985,Flag,0,1
990,Flag,0,1
991,Flag,0,1
992,Flag,1,0
995,Flag,1,0
998,Flag,1,0
0,C11,X11,
1,C11,X22,X727
2,C11,X33,X687
3,C11,X44,X159
4,C11,X55,X917
5,C11,,X576
6,C11,X77,X395
7,C11,X88,X94
8,C11,X99,X383
9,C11,X110,X803
10,C11,X121,X544
11,C11,X132,X293
12,C11,X143,X233
13,C11,X154,X907
14,C11,X165,X303
15,C11,X176,X561
16,C11,X187,X121
17,C11,X198,X662
18,C11,X209,X239
19,C11,X220,X655
20,C11,X231,X966
21,C11,X242,X800
22,C11,,X840
23,C11,X264,X64
24,C11,X275,X262
25,C11,X286,X152
26,C11,X297,X13
27,C11,X308,X721
28,C11,X319,X27
29,C11,X330,X49
30,C11,X341,X273
31,C11,X352,X89
32,C11,X363,X752
33,C11,X374,X407
34,C11,X385,X311
35,C11,X396,X913
36,C11,X407,X75
37,C11,X418,X63
38,C11,X429,X186
40,C11,X451,X421
41,C11,X462,X660
42,C11,X473,X206
43,C11,X484,X313
44,C11,X495,X528
45,C11,X506,X373
46,C11,X517,X608
47,C11,X528,X116
48,C11,X539,X47
49,C11,X550,X444
50,C11,X561,X694
51,C11,X572,X661
52,C11,X583,X54
53,C11,X594,X299
54,C11,X605,X761
55,C11,X616,X666
56,C11,,X925
57,C11,X638,X766
58,C11,X649,X801
59,C11,X660,X177
60,C11,X671,X276
61,C11,X682,X163
62,C11,X693,X48
63,C11,X704,X848
64,C11,X715,X613
65,C11,X726,
66,C11,X737,X70
67,C11,X748,X824
68,C11,X759,X11
69,C11,X770,X380
70,C11,X781,
71,C11,X792,X941
72,C11,X803,X19
73,C11,,X365
74,C11,X825,X634
75,C11,X836,X126
76,C11,X847,X658
77,C11,X858,X982
78,C11,X869,X320
79,C11,X880,X393
80,C11,X891,X722
81,C11,X902,X714
82,C11,X913,
83,C11,X924,X946
84,C11,X935,X41
85,C11,X946,
86,C11,X957,X35
87,C11,X968,X260
88,C11,X979,X834
89,C11,X990,
90,C11,,X384
91,C11,X13,X0
92,C11,X24,
93,C11,X35,X569
94,C11,X46,X774
95,C11,X57,X213
96,C11,X68,X118
97,C11,X79,X386
98,C11,X90,X760
99,C11,X101,X77
100,C11,X112,X535
101,C11,X123,X957
102,C11,X134,X852
103,C11,X145,X109
104,C11,X156,X802
105,C11,X167,
106,C11,X178,X143
107,C11,,X234
108,C11,X200,X14
109,C11,X211,
110,C11,X222,X688
111,C11,X233,X349
112,C11,X244,X915
113,C11,X255,X594
114,C11,X266,X962
115,C11,X277,X353
116,C11,X288,X771
117,C11,X299,X261
118,C11,X310,X987
119,C11,X321,X127
120,C11,X332,X244
121,C11,X343,X214
122,C11,X354,X275
123,C11,X365,X445
124,C11,,X403
125,C11,X387,X711
126,C11,X398,X864
127,C11,X409,X400
128,C11,X420,X610
129,C11,X431,X713
130,C11,X442,X577
131,C11,X453,X554
132,C11,X464,X599
133,C11,X475,X175
134,C11,X486,X646
135,C11,X497,
136,C11,X508,X363
137,C11,X519,
138,C11,X530,X112
139,C11,X541,X191
140,C11,X552,X348
141,C11,,X28
142,C11,X574,X138
143,C11,X585,X447
144,C11,X596,
145,C11,X607,X345
146,C11,X618,X861
147,C11,X629,X68
148,C11,X640,X884
149,C11,X651,X918
150,C11,X662,X250
151,C11,X673,
152,C11,X684,X557
153,C11,X695,X526
154,C11,X706,X767
155,C11,X717,
156,C11,X728,X282
157,C11,X739,X833
158,C11,,X198
159,C11,X761,X468
160,C11,X772,X930
161,C11,X783,X899
162,C11,X794,X989
163,C11,X805,X856
164,C11,X816,X132
165,C11,X827,X875
166,C11,X838,X181
167,C11,X849,X16
168,C11,X860,X11
169,C11,X871,X726
170,C11,X882,X845
171,C11,X893,X677
172,C11,X904,X258
173,C11,X915,X839
174,C11,X926,X192
175,C11,,X585
176,C11,X948,X92
177,C11,X959,X455
178,C11,X970,X15
179,C11,X981,X950
180,C11,X992,X731
181,C11,X4,X346
182,C11,X15,X472
183,C11,X26,X165
184,C11,X37,
185,C11,X48,X442
186,C11,X59,X102
187,C11,X70,X619
188,C11,X81,X779
189,C11,X92,X26
190,C11,X103,X945
191,C11,X114,X389
192,C11,,X564
193,C11,X136,X317
194,C11,X147,X570
195,C11,X158,X78
196,C11,X169,X914
197,C11,X180,X429
198,C11,X191,X466
199,C11,X202,X589
200,C11,X213,X710
201,C11,X224,X843
202,C11,X235,X8
203,C11,X246,X176
204,C11,X257,X878
205,C11,X268,X419
206,C11,X279,X630
207,C11,X290,X817
208,C11,X301,X741
209,C11,,X131
210,C11,X323,X266
211,C11,X334,X486
212,C11,X345,X942
213,C11,X356,X527
214,C11,X367,X427
215,C11,X378,X477
216,C11,X389,X926
217,C11,X400,X704
218,C11,X411,X227
219,C11,X422,X208
220,C11,X433,X659
221,C11,X444,X742
222,C11,X455,X304
223,C11,X466,X36
224,C11,X477,X136
225,C11,X488,X428
226,C11,,X540
227,C11,X510,X590
228,C11,X521,X283
229,C11,X532,X193
230,C11,X543,X717
231,C11,X554,X40
232,C11,X565,
233,C11,X576,X879
234,C11,X587,X853
235,C11,X598,X385
236,C11,X609,X620
237,C11,X620,X34
238,C11,X631,X672
239,C11,X642,X50
240,C11,X653,X689
241,C11,X664,X653
242,C11,X675,X215
243,C11,,X549
244,C11,X697,X432
245,C11,X708,X230
246,C11,X719,X880
247,C11,X730,X180
248,C11,X741,X992
249,C11,X752,X510
250,C11,X763,X718
251,C11,X774,X609
252,C11,X785,X80
253,C11,X796,X95
254,C11,X807,X877
255,C11,X818,X841
256,C11,X829,X247
257,C11,X840,X631
258,C11,X851,X671
259,C11,X862,X439
260,C11,,X325
261,C11,X884,X810
262,C11,X895,X12
263,C11,X906,X614
264,C11,X917,X706
265,C11,X928,X621
266,C11,X939,X667
267,C11,X950,X521
268,C11,X961,X71
269,C11,X972,X169
270,C11,X983,X980
271,C11,X994,X44
272,C11,X6,X601
273,C11,X17,X762
274,C11,X28,X199
275,C11,X39,X593
276,C11,X50,X46
278,C11,X72,X872
279,C11,X83,X392
280,C11,X94,X100
281,C11,X105,X29
282,C11,X116,X411
283,C11,X127,X290
284,C11,X138,X512
285,C11,X149,X916
286,C11,X160,X673
287,C11,X171,X650
288,C11,X182,X88
289,C11,X193,X931
290,C11,X204,X668
291,C11,X215,X587
292,C11,X226,X971
293,C11,X237,X732
294,C11,,X638
295,C11,X259,X716
296,C11,X270,X426
297,C11,X281,X642
298,C11,X292,X851
299,C11,X303,X423
300,C11,X314,X785
301,C11,X325,X894
302,C11,X336,X780
303,C11,X347,X565
304,C11,X358,X607
305,C11,X369,X893
306,C11,X380,X977
307,C11,X391,X146
308,C11,X402,X316
309,C11,X413,X55
310,C11,X424,X523
311,C11,,X280
312,C11,X446,
313,C11,X457,
314,C11,X468,X758
315,C11,X479,X209
316,C11,X490,
317,C11,X501,X285
318,C11,X512,X883
319,C11,X523,X581
320,C11,X534,X837
321,C11,X545,X310
322,C11,X556,X625
323,C11,X567,X656
324,C11,X578,X341
325,C11,X589,
326,C11,X600,X816
327,C11,X611,X52
328,C11,,X134
329,C11,X633,X591
330,C11,X644,X362
331,C11,X655,X322
332,C11,X666,X240
333,C11,X677,X744
334,C11,X688,X33
335,C11,X699,X272
336,C11,X710,X678
337,C11,X721,X712
338,C11,X732,X318
339,C11,X743,X940
340,C11,X754,X128
341,C11,X765,X636
342,C11,X776,X321
343,C11,X787,X496
344,C11,X798,X368
345,C11,,X478
346,C11,X820,X776
347,C11,X831,X286
348,C11,X842,X643
349,C11,X853,X354
350,C11,X864,X975
351,C11,X875,X516
352,C11,X886,X616
353,C11,X897,X657
354,C11,X908,X541
355,C11,X919,X476
356,C11,X930,X38
357,C11,X941,X39
358,C11,X952,X145
359,C11,X963,X211
360,C11,X974,X900
361,C11,X985,X377
362,C11,,X142
363,C11,X8,
364,C11,X19,X959
365,C11,X30,X451
366,C11,X41,X205
367,C11,X52,X505
368,C11,X63,X242
369,C11,X74,X640
370,C11,X85,X705
371,C11,X96,X905
372,C11,X107,X235
373,C11,X118,X954
374,C11,X129,X72
375,C11,X140,X481
376,C11,X151,X289
377,C11,X162,X693
378,C11,X173,X305
380,C11,X195,X459
381,C11,X206,X157
382,C11,X217,X751
383,C11,X228,X232
384,C11,X239,X794
385,C11,X250,X509
386,C11,X261,X294
387,C11,X272,X482
388,C11,X283,X106
389,C11,X294,X645
390,C11,X305,X769
391,C11,X316,X375
392,C11,X327,X277
393,C11,X338,
394,C11,X349,X170
395,C11,X360,X685
396,C11,,X398
397,C11,X382,X90
398,C11,X393,X465
399,C11,X404,X446
400,C11,X415,X964
401,C11,X426,X887
402,C11,X437,X633
403,C11,X448,X219
404,C11,X459,X998
405,C11,X470,X890
406,C11,X481,X623
407,C11,X492,X4
408,C11,X503,X491
409,C11,X514,X958
410,C11,X525,X417
411,C11,X536,X598
412,C11,X547,
413,C11,,X822
414,C11,X569,
415,C11,X580,X972
416,C11,X591,X394
417,C11,X602,X161
418,C11,X613,X838
419,C11,X624,X171
420,C11,X635,X733
421,C11,X646,X928
422,C11,X657,X781
423,C11,X668,X997
424,C11,X679,X815
